,precio,ventas,titulo,total_opiniones,etiqueta_opiniones,etiqueta_precio,etiqueta_ventas,moto,samsung,tcl,xiaomi,iphone,lg,sony,nokia,huawei,blackberry,otros
944,199989,1,Apple iPhone Xs Max 64gb Liberado Sellado Factura Garantia ,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
945,13500,3,S6 Edge. 64gb,0,,0,1,0,0,0,0,0,0,0,0,0,0,1
946,21999,3,Xiaomi Redmi 7a (12 Mpx) Dual Sim 32 Gb Gem Blue 2 Gb Ram,0,,0,1,0,0,0,1,0,0,0,0,0,0,0
947,252778,1,Apple iPhone 11 Pro 256 Gb _1,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
948,45999,2,Celular Xiaomi Redmi Note 8 64gb/4gb Cam.cuadruple Snap 665,0,,1,1,0,0,0,1,0,0,0,0,0,0,0
949,1599,4,Celular Liberado Simtel D3 Amarillo Dualsim Linterna Radio,0,,0,1,0,0,0,0,0,0,0,0,0,0,1
950,93036,2,Celular Doogee S68 Pro Global Ip68 6gb Ram 128gb 12 Cuotas,0,,1,1,0,0,0,0,0,0,0,0,0,0,1
951,11267,23,Sony Xperia M5 4g Lte Octacore 3gb 21mp 16gb Outlet Liberado,0,,0,2,0,0,0,0,0,0,1,0,0,0,0
952,2999,75,Celular Plum Play Liberado Bluetooth Camara Radio Nuevos,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
953,8999,1,Celular Nokia 106 - Gris - Libre - Burzaco - Envios,0,,0,0,0,0,0,0,0,0,0,1,0,0,0
954,1999,1,Celular Tipo Tarjeta Card Phone Bluetooth Gsm 2g Liberado,0,,0,0,0,0,0,0,0,0,0,0,0,0,1
955,269999,1,iPhone Xr 2019 64gb Liberados Colores 18 Cuotas Sin Interés,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
956,34599,2,Xiaomi Redmi Note 4 32gb 3gb Ram Libres 4g Lte Argentina,0,,0,1,0,0,0,1,0,0,0,0,0,0,0
957,97029,2,Celular Doogee S80 + 4g Anti Golpes Agua 12 Cuotas,0,,1,1,0,0,0,0,0,0,0,0,0,0,1
958,30999,1,Xiaomi Redmi 7a 32 Gb Detecta Facial Bateria 4000 V Global,0,,0,0,0,0,0,1,0,0,0,0,0,0,0
959,29513,12,Motorola Moto G5 S Plus 4g Lte 32gb Ram 3gb * Unico Oficial ,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
960,99691,1,Celular Industrial Doogee S70 Sup S60 Anti Golpes 12 Cuotas,0,,1,0,0,0,0,0,0,0,0,0,0,0,1
961,149989,1,Apple iPhone Xr 64gb Original Garantia Incluye Templado,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
962,29513,4,Moto G5 S Plus 12mp + 4g + 32gb + Ram 3gb * Unico Oficial *,0,,0,1,1,0,0,0,0,0,0,0,0,0,0
963,53999,5,Celular Xiaomi Mi A3 128gb 4gb Ram 48mp Triple Camara+funda,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
964,19519,4,Celular Samsung J2 Core J260 Dorado Cuotas,0,,0,1,0,1,0,0,0,0,0,0,0,0,0
965,202312,1,Oneplus 7 Pro 5g Y 4g Gamer 8gb Ram 256gb Snapdragon 855+,0,,2,0,0,0,0,0,0,0,0,0,0,0,1
966,2399,6,Sky Flip 2 Celular  Camara Vga   Dual Sim Fm,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
967,59761,4,Celular Industrial Doogee S60 Ip69 Agua Explosivos ,0,,1,1,0,0,0,0,0,0,0,0,0,0,1
968,117095,1,Apple iPhone 8 128gb 4.7 Inch _1,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
969,53999,8,Celular Xiaomi Redmi Note8,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
970,79726,1,Celular Ulefone Armor 6e Industrial Militar 12 Cuotas,0,,1,0,0,0,0,0,0,0,0,0,0,0,1
971,2599,4,Celular Con Tapa 3300-lite Simtel Cel Dualsim Envio Gratis,0,,0,1,0,0,0,0,0,0,0,0,0,0,1
972,34748,1,Samsung Galaxy M20 M205/ds Dual-sim 32gb _s,0,,0,0,0,1,0,0,0,0,0,0,0,0,0
973,10999,2,Celular Nokia 106 - Gris - Libre - Burzaco - Envios,0,,0,1,0,0,0,0,0,0,0,1,0,0,0
974,10088,1,Telefono Energizer Energy 100 Dual Bateria Una Semana _s,0,,0,0,0,0,0,0,0,0,0,0,0,0,1
975,129989,1,Apple iPhone 7 Plus Apple 128gb 4g 4k Sellado Gtia Envios ,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
976,39916,1,Oukitel Y1000 2gb Ram Camara Dual 32gb Ip68 Resistente Agua,0,,1,0,0,0,0,0,0,0,0,0,0,0,1
977,7199,1,J7 Samsung,0,,0,0,0,1,0,0,0,0,0,0,0,0,0
978,57999,1,Teléfono Motorola  One Vision Nuevo/sellado Liberado,0,,1,0,1,0,0,0,0,0,0,0,0,0,0
979,41210,9,Xiaomi Redmi Note 8t 64gb 4gb _s,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
980,133100,1,Celular Industrial Doogee S95 Pro 4g Superior S80 S90 Cuotas,0,,2,0,0,0,0,0,0,0,0,0,0,0,1
981,2199,5,Celular Panacom Mp-1106 Dual Sim Libre Mp3 Camara Liberado,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
982,349999,6,New iPhone Xs Max 512gb Entrega Hoy 18 Cuotas Sin Interés,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
983,10275,1,Energizer E241 4gb 512mg Ram _s,0,,0,0,0,0,0,0,0,0,0,0,0,0,1
984,179551,1,Asus Rog Phone 2 Celular Gamer Gaming 8gb Ram 128gb Full Hd ,0,,2,0,0,0,0,0,0,0,0,0,0,0,1
985,66449,1,Xiaomi Mi 9t Dual Sim 64 Gb Azul Glaciar 6 Gb Ram,0,,1,0,0,0,0,1,0,0,0,0,0,0,0
986,59999,2,Xiaomi Mi 9 Lite - 6gb + 128gb - Dual - Blanco - Burzaco,0,,1,1,0,0,0,1,0,0,0,0,0,0,0
987,369999,6,iPhone 11 Pro 5.8 64gb 18 Cuotas  Colores Entrega Hoy Grtia.,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
988,47639,3,Samsung A50 Sm-a505g/ds 64gb 4gb Dual _s,0,,1,1,0,1,0,0,0,0,0,0,0,0,0
989,85400,24,Caterpillar Cat S60 32gb 3gb Ram 4g Dual Sim Liberados Gtia!,0,,1,2,0,0,0,0,0,0,0,0,0,0,1
990,132000,2,Caterpillar Cat S60 Camara Termografica Termica 12 Cuotas,0,,2,1,0,0,0,0,0,0,0,0,0,0,1
991,134190,5,Apple iPhone 8 64gb Cuotas! Caja Sellada Gtia Oficial,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
992,6499,6,Celular Libre Sky Platinum B4 16gb 5mpx Dual Sim Funda Gtia,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
993,21499,7,Celular Moto E6 Plus 4g 6.1  O-core 2gb-32gb Lector Huellas,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
994,93156,2,Celular Industrial Militar Blackview Bv9600 Pro 4g Bv9500,0,,1,1,0,0,0,0,0,0,0,0,0,0,1
995,74999,42,Celular Samsung Galaxy A70 128gb 6g Ram Dual Sim+memo 128gb,0,,1,2,0,1,0,0,0,0,0,0,0,0,0
996,170997,1,Apple iPhone 11 128 Gb 4 Gb Ram _1,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
997,22999,13,Motorola Moto G5s Plus Xt1800 32gb 3gb Ram Liberado Nuevo,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
998,54999,8,Celular Xiaomi Redmi Note 8 Pro 64gb/6gb Camara Cuadruple,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
999,57999,1,Apple iPhone Nuevo 6 Plus Nuevo+ Caja + Envíos + Templado,0,,1,0,0,0,0,0,1,0,0,0,0,0,0
1000,106651,1,Apple iPhone 8 64gb 4.7 Inch _1,0,,1,0,0,0,0,0,1,0,0,0,0,0,0
1001,56999,9,Xiaomi Redmi Note 8 Pro 64gb 6gb Ram - Funda - Envío Gratis ,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
1002,99471,15,Caterpillar Cat S41 32gb 3gb Ram Anti Golpe Polvo Agua,0,,1,2,0,0,0,0,0,0,0,0,0,0,1
1003,5250,4,Celular Maxwest Ranger 2g 2.4 Dual Sim Watter Proof Bt ,0,,0,1,0,0,0,0,0,0,0,0,0,0,1
1004,22099,2,Celular Huawei Y6 2019 Libre Nuevo 32gb Rom 2gb Rom + Regalo,0,,0,1,0,0,0,0,0,0,0,0,1,0,0
1005,2799,15,Celular Libre Barato Ipro A8 Teclas Grandes Dual Sim Radio ,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1006,4999,55,Celular Nokia Ta-1190 Gris,0,,0,2,0,0,0,0,0,0,0,1,0,0,0
1007,31999,1,Motorola One 5.9'' Octa Core Cam. 13mp+2mp/5mp 4gb 64gb,0,,0,0,1,0,0,0,0,0,0,0,0,0,0
1008,21899,2,Celular Libre Quantum V 64 Rom 4 Ram Octa-core Con Proyector,0,,0,1,0,0,0,0,0,0,0,0,0,0,1
1009,41099,9,Celular Libre Samsung Galaxy A30s 64gb 4gb Ram ,0,,1,2,0,1,0,0,0,0,0,0,0,0,0
1010,219999,2,iPhone 7 Plus 256 Gb Liberado 18 Cuotas Sin Interés Grtia.,0,,2,1,0,0,0,0,1,0,0,0,0,0,0
1011,75000,1,Celular Motorola One Zoom 128 Gb,0,,1,0,1,0,0,0,0,0,0,0,0,0,0
1012,15998,2,Celular Liberado LG K9 Negro Lm-x210rm Tel 2gb Ram 16gb 4g,0,,0,1,0,0,0,0,0,1,0,0,0,0,0
1013,114990,6,Apple iPhone 8 128gb Original Caja Sellada Gtia Oficial,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1014,11300,2,Smartwatch Go Run Noblex Reloj Inteligent Running Cardio Gps,0,,0,1,0,0,0,0,0,0,0,0,0,0,1
1015,77999,1,Apple iPhone 7 Nuevo 32 Gb Caja Envío Garantía + Templado,0,,1,0,0,0,0,0,1,0,0,0,0,0,0
1016,8510,39,Celular Sony Xperia M2 1gb 8gb 8mp Outlet Gtia Claro,0,,0,2,0,0,0,0,0,0,1,0,0,0,0
1017,274990,4,Apple iPhone 11 Pro 512gb Original Caja Sellada Gtia Oficial,0,,2,1,0,0,0,0,1,0,0,0,0,0,0
1018,29999,2,Celular Liberado Motorola Moto G5s Plus Xt1800 32gb 3gb Ram,0,,0,1,1,0,0,0,0,0,0,0,0,0,0
1019,44540,1,Celular Samsung Galaxy A30s 64 Gb 4 Gb Ram Liberado,0,,1,0,0,1,0,0,0,0,0,0,0,0,0
1020,93156,5,Celular Industrial Militar Blackview Bv9500 Pro 4g Y Handy,0,,1,2,0,0,0,0,0,0,0,0,0,0,1
1021,8650,57,Celular Sony Xperia M2 1gb 8gb 8mpx Outlet Gtia,0,,0,2,0,0,0,0,0,0,1,0,0,0,0
1022,20000,1,Samsung J3 2016 Nuevo Sin Caja Libre De Fábrica Garantía.,0,,0,0,0,1,0,0,0,0,0,0,0,0,0
1023,44999,1,Celular Motorola Moto G6 Plus Xt1926 64gb Liberado Nuevo,0,,1,0,1,0,0,0,0,0,0,0,0,0,0
1024,1250,1,Smartphone LG T585,0,,0,0,0,0,0,0,0,1,0,0,0,0,0
1025,154989,3,iPhone Xr Apple 64gb Liberado Sellado Fc + Gtia + Templado!,0,,2,1,0,0,0,0,1,0,0,0,0,0,0
1026,298988,2,Apple iPhone 11 Pro 256gb A13 Bionic 5.8  Funda Templado ,0,,2,1,0,0,0,0,1,0,0,0,0,0,0
1027,49899,1,Samsung Galaxy J7 New  4g Lte Celular Wifi Libre 13mp 16gb ,0,,1,0,0,1,0,0,0,0,0,0,0,0,0
1028,6900,2,Celular Libre Sony Xperia Xa Negro,0,,0,1,0,0,0,0,0,0,1,0,0,0,0
1029,17200,3,Samsung J2 Core 16gb 1gb Ram Dual Sim 4g Libre ,0,,0,1,0,1,0,0,0,0,0,0,0,0,0
1030,6899,4,"Celular Blu Zoey Smart 3g Whatsap, Facebook, Youtube Wifi",0,,0,1,0,0,0,0,0,0,0,0,0,0,1
1031,207390,2,Samsung Galaxy S20+ Plus Dual 128gb Cuotas! Original Sellado,0,,2,1,0,1,0,0,0,0,0,0,0,0,0
1032,40052,31,Celular Samsung M20 32gb 2019 Gtia  Oferta Hytelectronics,0,,1,2,0,1,0,0,0,0,0,0,0,0,0
1033,59999,1,Xiaomi Mi 9 Lite - 6gb + 128gb - Dual - Azul - Burzaco,0,,1,0,0,0,0,1,0,0,0,0,0,0,0
1034,279000,1,Apple iPhone 11 Pro Max 256gb Space Gray Sellada  Descuento,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
1035,11999,1,Celular Tcl C7 Negro,0,,0,0,0,0,1,0,0,0,0,0,0,0,0
1036,69999,1,Xiaomi Mi 9 Lite - 6gb + 64gb - Dual - Azul - Burzaco,0,,1,0,0,0,0,1,0,0,0,0,0,0,0
1037,9700,2,Samsung Note 5 Permuto Por Reloj Antiguo,0,,0,1,0,1,0,0,0,0,0,0,0,0,0
1038,25953,12,Blu G6 + 64 Gb + 3 Gb + 13 Mp + Liberado+ Nuevo!,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1039,8200,3,"Celular LG K Series K8 (2017) 16 Gb Black Blue 1,5gb De Ram",0,,0,1,0,0,0,0,0,1,0,0,0,0,0
1040,42595,1,Samsung  A30s Sm-a307g Dual-sim 64gb Smartphone _s,0,,1,0,0,1,0,0,0,0,0,0,0,0,0
1041,30100,13,Celular Libre Samsung Galaxy A10 Negro Electrolibertad,0,,0,2,0,1,0,0,0,0,0,0,0,0,0
1042,49999,7,Xiaomi Redmi Note 7+ 128 Gb+4 Gb+ Funda+ Negro+envios !,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
1043,9775,21,Celular Sony Xperia M4 Android 16gb 13mp 2gb Outlet Personal,0,,0,2,0,0,0,0,0,0,1,0,0,0,0
1044,289999,3,iPhone Xs 256gb Entrega Inmediata 18 Cuotas Sin Interés Grta,0,,2,1,0,0,0,0,1,0,0,0,0,0,0
1045,72000,1,Samsung Galaxy A70 128 Gb 6gb Ram 4g Triple Cam Carga Super,0,,1,0,0,1,0,0,0,0,0,0,0,0,0
1046,41999,2,New Xiaomi Redmi Note 8 Azulado (3/32gb) Triple Cam 48mpx!! ,0,,1,1,0,0,0,1,0,0,0,0,0,0,0
1047,86381,2,Celular Ulefone Armor 6 Indestructible Agua Polvo Industrial,0,,1,1,0,0,0,0,0,0,0,0,0,0,1
1048,5399,1,Nokia 105,0,,0,0,0,0,0,0,0,0,0,1,0,0,0
1049,93036,1,Celular Industrial Militar Blackview Bv9700 Pro 4g 128gb 6gb,0,,1,0,0,0,0,0,0,0,0,0,0,0,1
1050,154666,2,iPhone 7 Plus 32 Gb Sellados Nuevos Cuotas (librescell),0,,2,1,0,0,0,0,1,0,0,0,0,0,0
1051,850,2,iPhone 11 Pro Max Red ,0,,0,1,0,0,0,0,1,0,0,0,0,0,0
1052,44999,1,Celular Samsung A30 S Nuevo/sellado/liberado,0,,1,0,0,1,0,0,0,0,0,0,0,0,0
1053,32900,1,Xiaomi Redmi 8 Dual Sim 32 Gb ,0,,0,0,0,0,0,1,0,0,0,0,0,0,0
1054,2475,1,Telefono Zte I766 Claro Tv Aire Nuevo S/uso En Caja Cerrada,0,,0,0,0,0,0,0,0,0,0,0,0,0,1
1055,8699,6,18 Cuotas Envío Gratis Maxwest Ranger Ip68 Super Resistente,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1056,23999,2,Samsung Galaxy A10s 32gb/2gb Ram Negro Garantia Oficial,0,,0,1,0,1,0,0,0,0,0,0,0,0,0
1057,166086,3,Celular Blackview Bv9800 9800 Pro Termografica Flir 12 Cuota,0,,2,1,0,0,0,0,0,0,0,0,0,0,1
1058,3994,16,Celular Panacom 1104 Dual Sim Libre Nuevo Radio Fm Mp3 Flash,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1059,29400,8,Samsung J7 Prime Nuevo Orig.sello Afip Sin Caja ,0,,0,2,0,1,0,0,0,0,0,0,0,0,0
1060,35900,15,Motorola Moto G6 Plus 4gb Ram 64gb 5.9''  dual Sim+ Regalo. ,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
1061,409999,9,iPhone 11 Pro 5.8 256g 18 Cuotas  Colores Entrega Hoy Grtia.,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1062,3500,84,Celular Blu Tank 2.4 Torch T 550 Dual Sim Bluetooth Rádio,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1063,65387,1,Motorola Moto One Hyper 128gb 4gb Ram Dual _s,0,,1,0,1,0,0,0,0,0,0,0,0,0,0
1064,23000,18,Moto G8 Plus 64 Gb 4 Gb Dual Sim Nuevo Liberado Oferta ,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
1065,34999,2,Xiaomi Redmi 8 - 3gb + 32gb - Dual Sim - Negro - Burzaco,0,,0,1,0,0,0,1,0,0,0,0,0,0,0
1066,243990,9,Apple iPhone 11 128gb Cuotas! Caja Sellada Gtia Oficial,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1067,2999,18,Celular Ipro V10 Tapa Economico Adultos Radio Fm Linterna,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1068,3229,119,Tienda Oficial Celular Maxwest Uno Flip 2.4 Tapita 2-sim Cam,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1069,19519,26,Celular Samsung J2 Core J260 Negro Cuotas,0,,0,2,0,1,0,0,0,0,0,0,0,0,0
1070,3529,32,Celular Ipro Liberado Dual Sim Cámara Teclado A8 Mini,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1071,2269,15,Celular Ipro A8 Economico Adultos 2 Sim Radio Fm Linterna,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1072,29999,12,Celular Motorola Moto G6 Plus 64gb Xt-1926-7 _s,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
1073,49999,5,Xiaomi Pocophone F1 Dual Sim 64 Gb Steel Blue 6 Gb Ram,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
1074,27269,5,Motorola Moto G6 Dual Cam 3gb Ram 32gb Lee Huella Garantia,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
1075,16499,10,Samsung J2 Prime 16gb !!!!!nuevo- Libre De Fabrica ,0,,0,2,0,1,0,0,0,0,0,0,0,0,0
1076,10400,10,Celular Huawei Y6 16 Gb 2gb Ram Atu Lx3 Single Sim Liberado ,0,,0,2,0,0,0,0,0,0,0,0,1,0,0
1077,64989,8,Apple iPhone 7 32gb Sellado Libre Original Garantia Templado,0,,1,2,0,0,0,0,1,0,0,0,0,0,0
1078,33599,6,Celular Motorola G6 Plus Xt1926-6 Liberado,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
1079,64989,7,iPhone 6s Plus 16gb  4k En Caja Sellada,0,,1,2,0,0,0,0,1,0,0,0,0,0,0
1080,84989,13,iPhone 7 Apple 32gb Sellado Libre Original Garantia Templado,0,,1,2,0,0,0,0,1,0,0,0,0,0,0
1081,5629,10,"Celular Ipro Opal 4s, Smartphone 3g, 1gb Ram 8gb",0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1082,61999,6,Celular Xiaomi Mi 9 Lite 128gb 6gb Ram Cam.triple V.global,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
1083,109989,19,Apple iPhone 7 128gb Sellado Original Garantia + Templado!,0,,1,2,0,0,0,0,1,0,0,0,0,0,0
1084,6709,12,Celular Noblex N4053dbou 3gb Ram 8gb Dual Sim Cuotas,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1085,319999,12,iPhone 11 2019 128gb Colores Entrega Hoy 18 Cuotas Sin Inter,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1086,299999,18,iPhone 11 2019 64gb Colores Entrega Hoy 18 Cuotas Sin Intere,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1087,2859,25,Celular Ipro A8 Economico Adultos 2 Sim Radio Fm Linterna,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1088,179989,8,Apple iPhone X 256gb Face Id Oled Envios Templado Regalo ,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1089,20399,29,Motorola Moto G6 32 Gb Índigo Oscuro 3 Gb Ram Xt1925-1,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
1090,99691,3,Ulefone Armor 7 128 Gb 8gb Ram Industrial Armor 6 6e Doogee,0,,1,1,0,0,0,0,0,0,0,0,0,0,1
1091,64989,6,iPhone 7 Apple 32gb Nuevos Libre Original Garantia Sin Caja,0,,1,2,0,0,0,0,1,0,0,0,0,0,0
1092,36000,18,Samsung Galaxy A20 32 Gb Negro 3 Gb Ram Electrolibertad,0,,0,2,0,1,0,0,0,0,0,0,0,0,0
1093,9775,8,Celular Sony Xperia M4 Android 16gb 13mp 2gbram Outlet Movis,0,,0,2,0,0,0,0,0,0,1,0,0,0,0
1094,70785,18,Caterpillar Cat S40 16gb  Anti Golpe Polvo Agua Industrial,0,,1,2,0,0,0,0,0,0,0,0,0,0,1
1095,8999,10,Celular Libre 5 Pulgadas 4g Lte 1gb 16gb Funda Film,0,,0,2,0,0,0,0,0,1,0,0,0,0,0
1096,126311,1,Celular Industrial Blackview Bv9900 8 Gb Ram (48 Mpx) 256 Gb,0,,2,0,0,0,0,0,0,0,0,0,0,0,1
1097,9775,3,Celular Sony Xperia M4 Android 16gb 13mp 2gb Outlet Personal,0,,0,1,0,0,0,0,0,0,1,0,0,0,0
1098,18399,3,Celular Libre Motorola Moto G5 16gb Rom 2gb Ram Nuevo,0,,0,1,1,0,0,0,0,0,0,0,0,0,0
1099,44999,124,Celular Libre Motorola Moto One Action 4gb 128gb Cuotas!,0,,1,2,1,0,0,0,0,0,0,0,0,0,0
1100,109890,21,Caterpillar Cat S60 Camara Termografica Termica Termal Agua,0,,1,2,0,0,0,0,0,0,0,0,0,0,1
1101,46451,7,Celular Ulefone Armor X5 Industrial 32 Gb 3 Gb Ram Ip68 4g,0,,1,2,0,0,0,0,0,0,0,0,0,0,1
1102,2299,17,Celular Liberado Barato Ipro A8 Teclas Gdes Dual Sim Radio ,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1103,4499,52,Teléfono Celular Económico Dual Sim Whatsapp Mp4 Mp3 Radio Fm Liberado,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1104,209999,1,Apple iPhone 11 Pro Max Dual Sim 64 Gb Silver 4 Gb Ram,0,,2,0,0,0,0,0,1,0,0,0,0,0,0
1105,11999,8,Philips S327 4g - 16gb Memoria Interna - 2gb Ram ,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1106,109990,23,Apple iPhone 8 64gb Original Caja Sellada Gtia Oficial,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1107,139989,7,Apple iPhone 7 Plus  128gb 3 Gb Ram,0,,2,2,0,0,0,0,1,0,0,0,0,0,0
1108,2509,2,"Celular Sansei S2412dbou 2g 2,4 Negro Cuotas",0,,0,1,0,0,0,0,0,0,0,0,0,0,1
1109,2599,12,Celular Con Tapa 3300-lite Simtel Naranja Dualsim ,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1110,16880,5,Xiaomi Mi A2 64gb + Regalo!,0,,0,2,0,0,0,1,0,0,0,0,0,0,0
1111,46400,1,Xiaomi Redmi Note 9s 6gb/128gb,0,,1,0,0,0,0,1,0,0,0,0,0,0,0
1112,58000,1,Xiaomi Redmi Note 9s. 4gb Ram. 64gb. Nuevos Sellados,0,,1,0,0,0,0,1,0,0,0,0,0,0,0
1113,36999,1,Motorola Moto Z3 Play Celular Smartphone Liberado 64gb 4gb,0,,0,0,1,0,0,0,0,0,0,0,0,0,0
1114,44999,2,Xiaomi Redmi Note 9s. 4gb Ram. 64gb. Nuevos Sellados,0,,1,1,0,0,0,1,0,0,0,0,0,0,0
1115,34900,14,Xiaomi Mi A3 Lte 64gb\4gb A3,0,,0,2,0,0,0,1,0,0,0,0,0,0,0
1116,10999,26,Celular Liberado LG K9 Negro 5  4g 2gb+16gb Dual Cam Novogar,0,,0,2,0,0,0,0,0,1,0,0,0,0,0
1117,35000,3,Apple iPhone 5 S 16 Gb Nuevo + Templado + Garantía+ Envíos!,0,,0,1,0,0,0,0,1,0,0,0,0,0,0
1118,41999,6,Nuevo Moto G6 Plus!! 4r/64gb!! ,0,,1,2,1,0,0,0,0,0,0,0,0,0,0
1119,25999,1,Motorola Moto G6 Plus 64gb 4gb Ram 4g Sellados Azul Usado,0,,0,0,1,0,0,0,0,0,0,0,0,0,0
1120,17919,2,Celular Samsung J2 Core Smj260 Dorado,0,,0,1,0,1,0,0,0,0,0,0,0,0,0
1121,15000,1,Xiaomi Redmi 7a - 32gb,0,,0,0,0,0,0,1,0,0,0,0,0,0,0
1122,39679,1,Motorola One 5.9'' Octa Core Cam. 13mp+2mp/5mp 4gb 64gb,0,,1,0,1,0,0,0,0,0,0,0,0,0,0
1123,3230,10, * Celular Liberado Dual Sim Max West Uno M7 Basico Fm Bt *,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1124,22399,3,Celular Libre Motorola Moto G5 16gb Rom 2gb Ram Nuevo,0,,0,1,1,0,0,0,0,0,0,0,0,0,0
1125,56999,62,Xiaomi Redmi Note 8t Dual Sim 64 Gb 4 Gb Ram Garantia H&t,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
1126,9999,4,Celular Libre Zte Blade A5 16/1gb Negro,0,,0,1,0,0,0,0,0,0,0,0,0,0,1
1127,4490,173,Promo! Nokia 106 Red 2g! Original Libre Radio Linterna Gtia,0,,0,2,0,0,0,0,0,0,0,1,0,0,0
1128,49950,6,Xiaomi Note 8 64gb 4gb Ram Nuevo Huella Cuotas Sprint-store,0,,1,2,0,0,0,1,0,0,0,0,0,0,0
1129,7934,5,Telefono Celular Energizer H10 Resiste Golpes Agua Teclado ,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1130,66416,9,Celular Ulefone Armor 6e Industrial Militar Ip69 Ip68,0,,1,2,0,0,0,0,0,0,0,0,0,0,1
1131,59999,46, Motorola Moto Z3 Play Xt1929 Fhd+ 64gb 4gb Ram Garantia,0,,1,2,1,0,0,0,0,0,0,0,0,0,0
1132,50099,7,Celular Libre Samsung Galaxy A30s 64gb 4gb Ram ,0,,1,2,0,1,0,0,0,0,0,0,0,0,0
1133,111999,2,Celular Samsung Galaxy Note 10 Plus  Liberado  256gb  ,0,,2,1,0,1,0,0,0,0,0,0,0,0,0
1134,2569,54,Celular Maxwest Dual Sim Libre Mp3 Camara Basico Bluetooth,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1135,4369,7,Telefono Celular Energizer E11 Negro 2g Dual Sim C/ Teclado,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1136,59999,102,Apple iPhone 6s 32gb 4g Nuevo+12m Gtia Oficial+factura Aob,0,,1,2,0,0,0,0,1,0,0,0,0,0,0
1137,2199,101,Celular Libre Barato Dual Sim Sky Panda Teclas Gde Cámara Fm,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1138,2999,113,Celular Libre Barato Dual Sim Sky Tank2 2500mah Resistente,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1139,2999,97,Celular Libre Barato Dual Sim Sky Tank2 2500mah Cuotas!,0,,0,2,0,0,0,0,0,0,0,0,0,0,1
1140,34999,39,Celular Motorola Moto E6 Plus Libre 4gb 64gb Ed Especial,0,,0,2,1,0,0,0,0,0,0,0,0,0,0
